"id","product_search_description","meta_data","","","","","","","","","","","","","","","","",""
"12165","women apparel topwear dupatta navy blue fall ethnic aurelia women voile navy blue dupatta","{'id': 12165, 'name': 'Aurelia Women Voile Navy Blue Dupatta', 'variant': 'Voile', 'brand': 'AURELIA', 'price': 299, 'discounted_price': 299, 'usage': 'Ethnic', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/d5d29d6ee0afd441e03e39d68c4cc0ef_images.jpg'}","","","","","","","","","","","","","","","","",""
"26350","women accessories watches watches white winter casual dkny women white dial watch ny8471","{'id': 26350, 'name': 'DKNY Women White Dial Watch NY8471', 'variant': 'Casual', 'brand': 'DKNY', 'price': 6495, 'discounted_price': 6495, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/a5665dfa4357acda3afa66387be9e84a_images.jpg'}","","","","","","","","","","","","","","","","",""
"3532","women apparel topwear tshirts black summer casual myntra women's hard work never black t-shirt","{'id': 3532, 'name': ""Myntra Women's Hard Work Never Black T-shirt"", 'variant': 'Hard work never killed anyone, but why take a chan', 'brand': 'Myntra', 'price': 399, 'discounted_price': 399, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/d33f9dfbeb496ffc1e2e4acaa65eeca9_images.jpg'}","","","","","","","","","","","","","","","","",""
"42615","women accessories jewellery jewellery set gold winter casual estelle women earrings & pendant set","{'id': 42615, 'name': 'Estelle Women Earrings & Pendant Set', 'variant': 'Gold studded Necklace Set 7466', 'brand': 'Estelle', 'price': 2499, 'discounted_price': 2499, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/4268dcc4346690e89be32e52b740be33_images.jpg'}","","","","","","","","","","","","","","","","",""
"9834","women apparel topwear tshirts blue fall casual little miss women printed blue t-shirt","{'id': 9834, 'name': 'Little Miss Women Printed Blue T-shirt', 'variant': 'Little Miss Printed', 'brand': 'Little Miss', 'price': 499, 'discounted_price': 499, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/d5280b2ce80f7ffdf7c9613faf8fb624_images.jpg'}","","","","","","","","","","","","","","","","",""
"17417","men accessories watches watches black winter casual casio enticer men black dial analogue watch a416","{'id': 17417, 'name': 'CASIO ENTICER Men Black Dial Analogue Watch A416', 'variant': 'Analog', 'brand': 'CASIO', 'price': 3495, 'discounted_price': 3495, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/image/style/properties/17417/Casio-Men-Analog-Black-Watch_1_f52c04cd233e2af3343ddb9da178cb65.jpg'}","","","","","","","","","","","","","","","","",""
"47367","women accessories bags handbags olive summer casual baggit women olive green handbag","{'id': 47367, 'name': 'Baggit Women Olive Green Handbag', 'variant': 'BANJARA Jhuti GREEN', 'brand': 'Baggit', 'price': 1775, 'discounted_price': 1775, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/05ef384e0a86a6ece5391cae84e0654f_images.jpg'}","","","","","","","","","","","","","","","","",""
"6040","men apparel topwear tshirts grey summer casual ucb men's applique grey t-shirt","{'id': 6040, 'name': ""UCB Men's Applique Grey T-shirt"", 'variant': 'H/S Polo Neck T-Shirt with 5 applique', 'brand': 'United Colors of Benetton', 'price': 1499, 'discounted_price': 1499, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/86784b2c1e3ff69555f97b9bb918a69b_images.jpg'}","","","","","","","","","","","","","","","","",""
"12959","men footwear shoes sports shoes black fall sports adidas men sports black sports shoes","{'id': 12959, 'name': 'ADIDAS Men Sports Black Sports Shoes', 'variant': 'Sports', 'brand': 'ADIDAS', 'price': 5499, 'discounted_price': 5499, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/b09d86bef23eccef029df70930c162b8_images.jpg'}","","","","","","","","","","","","","","","","",""
"7192","women apparel bottomwear jeans brown fall casual jealous 21 women brown jeggings","{'id': 7192, 'name': 'Jealous 21 Women Brown Jeggings', 'variant': 'Jealous Brown Jeggings', 'brand': 'Jealous 21', 'price': 1099, 'discounted_price': 1099, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/db49badb5357f7e2674d8955d827313b_images.jpg'}","","","","","","","","","","","","","","","","",""
"51202","women apparel innerwear bra skin summer casual enamor women skin bra","{'id': 51202, 'name': 'Enamor Women Skin Bra', 'variant': 'ATEASE48', 'brand': 'Enamor', 'price': 495, 'discounted_price': 495, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Enamor-Women-Skin-Bra_0a0ee96d6c62757d75c6165bd54ea453_images.jpg'}","","","","","","","","","","","","","","","","",""
"29318","unisex accessories bags backpacks black summer casual adidas unisex black backpack","{'id': 29318, 'name': 'ADIDAS Unisex Black Backpack', 'variant': 'Casual', 'brand': 'ADIDAS', 'price': 1499, 'discounted_price': 1499, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/8a5ed67ee5520ba2c02bc4ef04013fe1_images.jpg'}","","","","","","","","","","","","","","","","",""
"34635","men footwear shoes casual shoes black summer casual lotto men xd iii black shoes","{'id': 34635, 'name': 'Lotto Men XD III Black Shoes', 'variant': 'XD III', 'brand': 'Lotto', 'price': 2199, 'discounted_price': 2199, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/b21367a701d654464ae8c1ceb521d773_images.jpg'}","","","","","","","","","","","","","","","","",""
"23682","men footwear shoes casual shoes black summer casual red tape men black casual shoes","{'id': 23682, 'name': 'Red Tape Men Black Casual Shoes', 'variant': 'Casual', 'brand': 'Red Tape', 'price': 2395, 'discounted_price': 2395, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/b7adbd4e6933e586a69433e31c668ddf_images.jpg'}","","","","","","","","","","","","","","","","",""
"9894","men apparel bottomwear trousers black fall formal indian terrain men sid black trousers","{'id': 9894, 'name': 'Indian Terrain Men Sid Black Trousers', 'variant': 'Sid', 'brand': 'Indian Terrain', 'price': 1599, 'discounted_price': 1599, 'usage': 'Formal', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/65f743c1269da1e6f53e5f5d82a3b067_images.jpg'}","","","","","","","","","","","","","","","","",""
"8946","men apparel bottomwear trousers beige fall casual indigo nation men id printed beige trousers","{'id': 8946, 'name': 'Indigo Nation Men ID Printed Beige Trousers', 'variant': 'ID Printed', 'brand': 'Indigo Nation', 'price': 1499, 'discounted_price': 1499, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/81d13cdb83f9e94b6a1116e562fdf6d7_images.jpg'}","","","","","","","","","","","","","","","","",""
"22750","women apparel topwear kurtas white fall ethnic biba women printed white kurta","{'id': 22750, 'name': 'BIBA Women Printed White Kurta', 'variant': 'Printed', 'brand': 'Biba', 'price': 799, 'discounted_price': 799, 'usage': 'Ethnic', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/ea77292dfb33a63e6de49f9731b6ae51_images.jpg'}","","","","","","","","","","","","","","","","",""
"7132","women apparel topwear tshirts green fall casual urban yoga women's green t-shirt","{'id': 7132, 'name': ""Urban Yoga Women's Green T-shirt"", 'variant': 'Urban Yoga Women T-shirts', 'brand': 'Urban Yoga', 'price': 599, 'discounted_price': 599, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/ebbcf04ead5fa0391a47619e827cc453_images.jpg'}","","","","","","","","","","","","","","","","",""
"46215","men footwear shoes sports shoes orange summer sports adidas men orange sports shoes","{'id': 46215, 'name': 'ADIDAS Men Orange Sports Shoes', 'variant': 'F5 TRX HG', 'brand': 'ADIDAS', 'price': 3099, 'discounted_price': 3099, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/626f831620dfb63d0ecc780806bc7f64_images.jpg'}","","","","","","","","","","","","","","","","",""
"27222","women apparel bottomwear capris pink summer casual doodle kids girl pink capris","{'id': 27222, 'name': 'Doodle Kids Girl  Pink Capris', 'variant': 'Solid', 'brand': 'Doodle', 'price': 799, 'discounted_price': 799, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/ba62554f596eb776cfdb2e8d5a424d97_images.jpg'}","","","","","","","","","","","","","","","","",""
"30295","men apparel topwear tshirts off white summer casual myntra men planet off white t-shirt","{'id': 30295, 'name': 'Myntra Men Planet Off White T-shirt', 'variant': 'Planet', 'brand': 'Myntra', 'price': 399, 'discounted_price': 399, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/f2472e6f3577eae6663235b20dc94db7_images.jpg'}","","","","","","","","","","","","","","","","",""
"3592","men footwear shoes casual shoes blue summer casual converse men's all star canvas ox navy blue shoe","{'id': 3592, 'name': ""Converse Men's All Star Canvas Ox Navy Blue Shoe"", 'variant': 'All Star CANVAS OX', 'brand': 'Converse', 'price': 1199, 'discounted_price': 1199, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/9cec0bcd1bcd475d5adb1a0debf81a9b_images.jpg'}","","","","","","","","","","","","","","","","",""
"25575","men footwear shoes sports shoes white summer sports fila men surveillance white shoes","{'id': 25575, 'name': 'Fila Men Surveillance White Shoes', 'variant': 'Surviellance', 'brand': 'FILA', 'price': 2199, 'discounted_price': 2199, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/0b529ff91b7d773ea9f1fd242412821c_images.jpg'}","","","","","","","","","","","","","","","","",""
"56087","women personal care lips lip gloss pink spring casual colorbar star shine lip gloss 05","{'id': 56087, 'name': 'Colorbar Star Shine Lip Gloss 05', 'variant': 'STAR SHINE', 'brand': 'Colorbar', 'price': 325, 'discounted_price': 325, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/assets/images/56087/2019/1/11/a657f6e0-83d3-4952-b69f-5cb3ee2955271547192075260-Colorbar-Star-Shine-Lip-Gloss-05-9411547192075184-1.jpg'}","","","","","","","","","","","","","","","","",""
"11740","men apparel topwear tshirts grey fall casual lee men stripes grey t-shirt","{'id': 11740, 'name': 'Lee Men Stripes Grey T-shirt', 'variant': 'Stripes', 'brand': 'Lee', 'price': 1149, 'discounted_price': 1149, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/15f87e401cf7c7ed4ab4e3a86ab7755b_images.jpg'}","","","","","","","","","","","","","","","","",""
"41030","men accessories watches watches silver winter casual nautica men silver dial watch","{'id': 41030, 'name': 'Nautica Men Silver Dial Watch', 'variant': 'Leather P3H', 'brand': 'Nautica', 'price': 7995, 'discounted_price': 7995, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Nautica-Men-Silver-Dial-Watch_26e17342b3e3b60ab374d62e1602e2b2_images.jpg'}","","","","","","","","","","","","","","","","",""
"58921","men accessories accessories accessory gift set multi summer casual hakashi men combo pack tie+cufflink+pocket square","{'id': 58921, 'name': 'Hakashi Men Combo pack Tie+Cufflink+Pocket square', 'variant': 'Silk ties Combo pack', 'brand': 'Hakashi', 'price': 1275, 'discounted_price': 892, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Combo-pack-TieCufflinkPocket-square_d574f53ebc1a7f4a6d9f1504746824b1_images.jpg'}","","","","","","","","","","","","","","","","",""
"33410","women accessories wallets wallets purple summer casual baggit women jewel baby purple wallet","{'id': 33410, 'name': 'Baggit Women Jewel Baby Purple Wallet', 'variant': 'Jewel Baby', 'brand': 'Baggit', 'price': 975, 'discounted_price': 975, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/a2d860d1cdbb5fa2abb38b16d678dd09_images.jpg'}","","","","","","","","","","","","","","","","",""
"10692","men apparel topwear tshirts red fall casual doodle boy casual red tshirts","{'id': 10692, 'name': 'Doodle Boy Casual Red Tshirts', 'variant': 'Casual', 'brand': 'Doodle', 'price': 249, 'discounted_price': 249, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/56373c9e2bc5e8171860f34f51962721_images.jpg'}","","","","","","","","","","","","","","","","",""
"57155","women apparel topwear tops pink summer casual elle women pink top","{'id': 57155, 'name': 'Elle Women Pink Top', 'variant': 'ESSENTIALS', 'brand': 'Elle', 'price': 1000, 'discounted_price': 1000, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Pink-T-shirt_d50e6d04b93a3d1f826221fe3f88a5a6_images.jpg'}","","","","","","","","","","","","","","","","",""
"52427","women apparel loungewear and nightwear nightdress cream winter casual red rose cream nightdress","{'id': 52427, 'name': 'Red Rose Cream Nightdress', 'variant': '9030LemonBaby Doll', 'brand': 'Red Rose', 'price': 689, 'discounted_price': 689, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Cream-Nightdress_c2586a5cf73b8fc7ac3fd8e51ed8da20_images.jpg'}","","","","","","","","","","","","","","","","",""
"20007","men apparel topwear tshirts white fall casual united colors of benetton men white printed t-shirt","{'id': 20007, 'name': 'United Colors of Benetton Men White Printed T-shirt', 'variant': 'Printed', 'brand': 'United Colors of Benetton', 'price': 999, 'discounted_price': 999, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/eb323dc48128812c8175958cc824d631_images.jpg'}","","","","","","","","","","","","","","","","",""
"57969","women apparel saree sarees black fall ethnic prafful women black & grren sari","{'id': 57969, 'name': 'Prafful Women Black & Grren Sari', 'variant': 'Prafful Sari', 'brand': 'Prafful', 'price': 899, 'discounted_price': 899, 'usage': 'Ethnic', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Prafful-Multi-Coloured-Sari_4b6bb3490078cfde92530a70f36cdcb4_images.jpg'}","","","","","","","","","","","","","","","","",""
"5665","men footwear flip flops flip flops grey summer casual adidas men's slide grey orange flip flop","{'id': 5665, 'name': ""ADIDAS Men's Slide Grey Orange Flip Flop"", 'variant': 'ADI BB SLIDE', 'brand': 'ADIDAS', 'price': 1299, 'discounted_price': 1299, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/5d4748a6ae5fecb41977d8c4fe7ac09e_images.jpg'}","","","","","","","","","","","","","","","","",""
"39318","boys apparel topwear tshirts red summer casual gini and jony boys red t-shirt","{'id': 39318, 'name': 'Gini and Jony Boys Red T-shirt', 'variant': 'Solid', 'brand': 'Gini and Jony', 'price': 799, 'discounted_price': 359, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/58e14cbc59ec5867502dd2146658703e_images.jpg'}","","","","","","","","","","","","","","","","",""
"25747","men accessories belts belts black winter casual lino perros men leather black belt","{'id': 25747, 'name': 'Lino Perros Men Leather Black Belt', 'variant': 'Leather', 'brand': 'Lino Perros', 'price': 995, 'discounted_price': 995, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Men-Leather-Black-Belt3c547b85369fc6346b4a0fa67b2429d3_images.jpg'}","","","","","","","","","","","","","","","","",""
"11572","women apparel topwear kurtas white summer ethnic w women printed white kurtas","{'id': 11572, 'name': 'W Women Printed White Kurtas', 'variant': 'Printed', 'brand': 'W', 'price': 999, 'discounted_price': 999, 'usage': 'Ethnic', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/b399c4dcb16e00cacd0f95630f453148_images.jpg'}","","","","","","","","","","","","","","","","",""
"57367","women apparel innerwear briefs peach summer casual amante women peach-coloured briefs pclr02","{'id': 57367, 'name': 'Amante Women Peach-Coloured Briefs PCLR02', 'variant': 'AmantePeralBlushBriefs', 'brand': 'Amante', 'price': 175, 'discounted_price': 175, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Amante-Women-Peach-Brief_9d316b5009173ae920528bc5cc94cbf7_images.jpg'}","","","","","","","","","","","","","","","","",""
"24695","men footwear sandal sandals black summer casual lotto men hermes black sandals","{'id': 24695, 'name': 'Lotto Men Hermes Black Sandals', 'variant': 'Hermes', 'brand': 'Lotto', 'price': 999, 'discounted_price': 999, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/fd69840076267874eaaef3d85ed7a981_images.jpg'}","","","","","","","","","","","","","","","","",""
"33622","women accessories wallets wallets black summer casual lino perros women black wallet","{'id': 33622, 'name': 'Lino Perros Women Black Wallet', 'variant': 'Leather', 'brand': 'Lino Perros', 'price': 395, 'discounted_price': 395, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/1dd7c7e546f01b6eb6781b06adf77586_images.jpg'}","","","","","","","","","","","","","","","","",""
"36350","men accessories ties ties black summer formal reid & taylor men black tie","{'id': 36350, 'name': 'Reid & Taylor Men Black Tie', 'variant': 'Reid & Taylor', 'brand': 'Reid & Taylor', 'price': 995, 'discounted_price': 995, 'usage': 'Formal', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/9e24a0eb64d70be91c0c2976dde2feb0_images.jpg'}","","","","","","","","","","","","","","","","",""
"4585","unisex accessories bags backpacks black winter casual wildcraft unisex black solid backpack","{'id': 4585, 'name': 'Wildcraft Unisex Black Solid Backpack', 'variant': 'Contour Black', 'brand': 'Wildcraft', 'price': 1095, 'discounted_price': 711, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Contour-Black-Backpack_0c427f9dfd5d8767399c50b028b6ba71_images.jpg'}","","","","","","","","","","","","","","","","",""
"37282","women apparel topwear tshirts purple summer casual tantra women purple prima donna t-shirt","{'id': 37282, 'name': 'Tantra Women Purple Prima Donna T-shirt', 'variant': 'PRIMA DONNA', 'brand': 'Tantra', 'price': 399, 'discounted_price': 399, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/0caede5e5dce31713412bc2c6cd14005_images.jpg'}","","","","","","","","","","","","","","","","",""
"5457","men apparel bottomwear track pants navy blue summer sports nike men's perfect navy blue track pant","{'id': 5457, 'name': ""Nike Men's Perfect Navy Blue Track Pant"", 'variant': 'AS PERFECT TRACK PANT', 'brand': 'Nike', 'price': 2395, 'discounted_price': 2395, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/b0269ce5e8f86931281320f216a6c00c_images.jpg'}","","","","","","","","","","","","","","","","",""
"44770","men footwear shoes casual shoes black summer casual globalite men black skid shoes","{'id': 44770, 'name': 'Globalite Men Black Skid Shoes', 'variant': 'SKID', 'brand': 'Globalite', 'price': 1799, 'discounted_price': 1799, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/4afe5a31ac385e4e43ca98ed9e1ef734_images.jpg'}","","","","","","","","","","","","","","","","",""
"14000","men apparel topwear jackets blue fall sports nike men printed blue jackets","{'id': 14000, 'name': 'Nike Men Printed Blue Jackets', 'variant': 'Solid', 'brand': 'Nike', 'price': 4495, 'discounted_price': 4495, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/8ea53ed2282926e52203ed00f15ab429_images.jpg'}","","","","","","","","","","","","","","","","",""
"20235","women apparel topwear tshirts black fall casual wrangler women baroque black t-shirt","{'id': 20235, 'name': 'Wrangler Women Baroque Black T-shirt', 'variant': 'Baroque', 'brand': 'Wrangler', 'price': 845, 'discounted_price': 845, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/31ce5c5e023f1b77b49bb77ed6fcecf3_images.jpg'}","","","","","","","","","","","","","","","","",""
"28058","men apparel innerwear briefs grey melange summer casual jockey elance men pack of 2 grey briefs 1010","{'id': 28058, 'name': 'Jockey ELANCE Men Pack Of 2 Grey Briefs 1010', 'variant': 'Midi Brief Grey melange', 'brand': 'Jockey', 'price': 278, 'discounted_price': 278, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/39f28bf5b33fee326de2ce2cdbfa507c_images.jpg'}","","","","","","","","","","","","","","","","",""
"48981","women accessories jewellery ring silver fall casual lucera women silver ring","{'id': 48981, 'name': 'Lucera Women Silver Ring', 'variant': 'Silver', 'brand': 'Lucera', 'price': 2374, 'discounted_price': 2374, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_d20b2a7f1e24b46c24bda71bb49050ff_images.jpg'}","","","","","","","","","","","","","","","","",""
"17685","women footwear shoes heels multi winter casual catwalk women assorted multi heels","{'id': 17685, 'name': 'Catwalk Women Assorted Multi Heels', 'variant': 'Assorted', 'brand': 'Catwalk', 'price': 1495, 'discounted_price': 1495, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/8043181821c357c10e26693f858376a8_images.jpg'}","","","","","","","","","","","","","","","","",""
"7300","men apparel topwear tshirts red fall casual free authority men's abstract mix red t-shirt","{'id': 7300, 'name': ""Free Authority Men's Abstract Mix Red T-shirt"", 'variant': 'FA Mens Abstract Mix Short Sleeve Tee', 'brand': 'Free Authority', 'price': 599, 'discounted_price': 599, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/61356c5d821a5cf6e35fb570bcff01a3_images.jpg'}","","","","","","","","","","","","","","","","",""
"46027","women accessories jewellery pendant gold winter casual estelle women gold pendant with chain","{'id': 46027, 'name': 'Estelle Women Gold Pendant with Chain', 'variant': 'Gold Plated Pendent with Chain556', 'brand': 'Estelle', 'price': 790, 'discounted_price': 790, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/7aa0bc43c4ac8eccc410ab9dafcb51ef_images.jpg'}","","","","","","","","","","","","","","","","",""
"16757","women accessories bags clutches black winter casual spice art women beaded bow black clutch","{'id': 16757, 'name': 'Spice Art Women Beaded Bow Black Clutch', 'variant': 'Beaded Bow', 'brand': 'Spice Art', 'price': 1045, 'discounted_price': 1045, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/895f9c81f43e0f767b2807d0ddb5fc43_images.jpg'}","","","","","","","","","","","","","","","","",""
"31949","men footwear shoes sports shoes white summer sports nike men zoom vomero white sports shoes","{'id': 31949, 'name': 'Nike Men Zoom Vomero White Sports Shoes', 'variant': 'Zoom Vomero', 'brand': 'Nike', 'price': 8995, 'discounted_price': 8995, 'usage': 'Sports', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/24354f3ae110b7a6aa0fb19ffa6f0f06_images.jpg'}","","","","","","","","","","","","","","","","",""
"51090","women free items free gifts free gifts red summer ethnic satya paul red & grey saree","{'id': 51090, 'name': 'Satya Paul Red & Grey Saree', 'variant': 'Satya PaulTomato RedSari', 'brand': 'Satya Paul', 'price': 6995, 'discounted_price': 6995, 'usage': 'Ethnic', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/493af9f60fa9352635f22dbbd5a6c488_images.jpg'}","","","","","","","","","","","","","","","","",""
"22562","women accessories bags handbags tan winter casual lino perros tan women casual sling bag","{'id': 22562, 'name': 'Lino Perros Tan Women Casual Sling Bag', 'variant': 'Casual', 'brand': 'Lino Perros', 'price': 795, 'discounted_price': 795, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/682180cb3dd20fed978c4afa6adf8312_images.jpg'}","","","","","","","","","","","","","","","","",""
"43555","women accessories socks socks cream summer casual puma women cream socks","{'id': 43555, 'name': 'Puma Women Cream Socks', 'variant': 'Gardenia', 'brand': 'Puma', 'price': 149, 'discounted_price': 149, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/05f6db0bb7d322a6614505108702cc18_images.jpg'}","","","","","","","","","","","","","","","","",""
"2672","women accessories bags handbags red winter ethnic murcia women ethnic hand bag","{'id': 2672, 'name': 'Murcia Women Ethnic Hand Bag', 'variant': 'ETHNIC BROCADE HANDBAG.', 'brand': 'Murcia', 'price': 850, 'discounted_price': 850, 'usage': 'Ethnic', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/bee25f60b97bf1fb45da9a3b6ee11887_images.jpg'}","","","","","","","","","","","","","","","","",""
"27010","women apparel bottomwear capris blue summer casual jealous 21 women washed light blue capris","{'id': 27010, 'name': 'Jealous 21 Women Washed Light Blue Capris', 'variant': 'Washed', 'brand': 'Jealous 21', 'price': 1499, 'discounted_price': 1499, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/51d759a6abfe48b9d11be37d41a1b932_images.jpg'}","","","","","","","","","","","","","","","","",""
"13225","men apparel topwear sweatshirts blue fall casual palm tree kids boys printed blue sweatshirts","{'id': 13225, 'name': 'Palm Tree Kids Boys Printed Blue Sweatshirts', 'variant': 'Kids Printed', 'brand': 'Palm Tree', 'price': 799, 'discounted_price': 359, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/e9083744dadca4c96a3a825ce17cebb9_images.jpg'}","","","","","","","","","","","","","","","","",""
"55430","women personal care lips lipstick peach spring casual revlon honey colorburst lipstick 097","{'id': 55430, 'name': 'Revlon Honey Colorburst Lipstick 097', 'variant': 'REV CB Lip Honey 97', 'brand': 'Revlon', 'price': 630, 'discounted_price': 630, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Revlon-Honey-Colorburst-Lipstick-097_f1ba410c73c543fe2927f0147ad83678_images.jpg'}","","","","","","","","","","","","","","","","",""
"8348","boys apparel topwear tshirts brown fall casual doodle boy's little monsters rocking rust kidswear","{'id': 8348, 'name': ""Doodle Boy's Little Monsters Rocking Rust Kidswear"", 'variant': 'Little Monsters rocking little rebel Band', 'brand': 'Doodle', 'price': 299, 'discounted_price': 299, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/1ce1aa6acaffd18fe48745440508e08e_images.jpg'}","","","","","","","","","","","","","","","","",""
"31175","girls apparel topwear tops magenta summer casual gini and jony girls purple top","{'id': 31175, 'name': 'Gini and Jony Girls Purple Top', 'variant': 'Solid', 'brand': 'Gini and Jony', 'price': 249, 'discounted_price': 124, 'usage': 'Casual', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/ae2aa3cbe84c23ad0f1b15b80b4e0f09_images.jpg'}","","","","","","","","","","","","","","","","",""
"57703","women personal care skin face moisturisers cream spring na lotus herbals cocomoist moisturising lotion","{'id': 57703, 'name': 'Lotus Herbals Cocomoist Moisturising Lotion', 'variant': 'Moisturiser', 'brand': 'Lotus Herbals', 'price': 395, 'discounted_price': 296, 'usage': 'NA', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Cocomoist-Moisturising-Lotion_48518346d0ed5be0e413f171526cd737_images.jpg'}","","","","","","","","","","","","","","","","",""
"33246","men apparel topwear shirts lavender spring formal arrow men lavender unstainable slim fit shirt","{'id': 33246, 'name': 'Arrow Men Lavender Unstainable Slim Fit Shirt', 'variant': 'Solid', 'brand': 'Arrow', 'price': 1999, 'discounted_price': 1999, 'usage': 'Formal', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Lavender-Slim-Fit-Shirt_8135f9f41f4b77535ae7d7b35679eea8_images.jpg'}","","","","","","","","","","","","","","","","",""
"41666","men apparel topwear shirts purple summer formal mark taylor men brown striped shirt","{'id': 41666, 'name': 'Mark Taylor Men Brown Striped Shirt', 'variant': 'MARK TAYLOR SH BRW Stripe', 'brand': 'Mark Taylor', 'price': 519, 'discounted_price': 519, 'usage': 'Formal', 'image_url': 'http://assets.myntassets.com/v1/images/style/properties/21e7b65b7a86017aa3399051c0a60743_images.jpg'}","","","","","","","","","","","","","","","","",""
